,processed,id
589,instant chocolate fudge pudding mix,3864
924,instant chocolate pudding mix,3865
1896,instant cinnamon and spice oatmeal,3866
1830,instant coconut cream pudding mix,3867
1403,instant coconut pudding mix,3868
9355,instant coffee,3869
4640,instant coffee creamer,3870
5628,instant coffee crystal,3871
5672,instant coffee granule,3872
6729,instant coffee powder,3873
8020,instant couscou,3874
4480,instant dashi stock,3875
4216,instant decaffeinated coffee,3876
2397,instant devil's food pudding,3877
1558,instant dry milk powder,3878
10541,instant espresso,3879
3592,instant espresso coffee powder,3880
5511,instant espresso powder,3881
7707,instant flmy,3882
7530,instant garlic,3883
3230,instant lemon pudding,3884
3610,instant lemon pudding mix,3885
2993,instant malted milk powder,3886
942,instant maple and brown sugar oatmeal,3887
599,instant mashed potato,3888
3686,instant milk,3889
6221,instant minced garlic,3890
6121,instant minced onion,3891
3217,instant miso soup mix,3892
2693,instant mocha coffee powder,3893
9631,instant oat,3894
8378,instant oatmeal,3895
9939,instant onion,3896
9857,instant oxo,3897
3012,instant pistachio pudding,3898
1002,instant pistachio pudding mix,3899
4415,instant plain oatmeal,3900
10482,instant polentum,3901
6113,instant potato flake,3902
733,instant pudding mix,3903
9578,instant rice,3904
1832,instant roasted garlic mashed potato,3905
2824,instant tang orange drink,3906
2512,instant tapioca pudding mix,3907
10384,instant tea,3908
4353,instant tea powder,3909
6087,instant vanilla pudding,3910
749,instant vanilla pudding and pie filling,3911
887,instant vanilla pudding mix,3912
585,instant white chocolate pudding and pie filling mix,3913
670,instant white chocolate pudding mix,3914
7191,iodized salt,3915
2665,irish cream,3916
5914,irish cream syrup,3917
6624,irish mist liqueur,3918
7187,irish potato,3919
4961,irish soda bread,3920
10453,irish whiskey,3921
8876,israeli couscou,3922
9430,italian bread,3923
9525,italian breadcrumb,3924
8576,italian cheese,3925
843,italian cheese and herb cooking creme,3926
2497,italian cheese blend,3927
3584,italian cut green bean,3928
2480,italian herb seasoning,3929
8953,italian parsley,3930
9746,italian pastina,3931
7632,italian pepper,3932
7193,italian plum,3933
4736,italian plum tomato,3934
7360,italian roll,3935
5932,italian salad kit,3936
3833,italian salad mix,3937
7492,italian sauce,3938
5962,italian seasoned breadcrumb,3939
9113,italian seasoning,3940
8969,italian spice,3941
5512,italian stewed tomato,3942
2403,italian tomato,3943
5037,italian tomato paste,3944
4579,italian tomato soup,3945
10496,italian vegetable,3946
5903,jack daniels whiskey,3947
10921,jackfruit,3948
11238,jagermeister,3949
11177,jaggery,3950
11132,jalapeno,3951
5001,jalapeno bean dip,3952
5081,jalapeno havarti cheese,3953
3973,jalapeno jack cheese,3954
10610,jalapeno jelly,3955
8845,jalapeno juice,3956
9533,jalapeno pepper,3957
5025,jalapeno pepper cheese,3958
834,jalapeno pepper diced tomato,3959
9736,jalapeno powder,3960
6925,jalapeno relish,3961
9958,jalapeno sauce,3962
4875,jalapeno seasoning salt,3963
5209,jalapeno-stuffed green olife,3964
6574,jam,3965
6998,jam roll,3966
5704,jamaican jerk spice,3967
6894,japanese cucumber,3968
7608,japanese eggplant,3969
10112,japanese pumpkin,3970
9869,japanese sake,3971
11277,jar,3972
5412,jarlsberg cheese,3973
7984,jasmine rice,3974
7556,jasmine tea,3975
8731,jeera powder,3976
8732,jeera seed,3977
2308,jell-o chocolate instant pudding,3978
973,jell-o chocolate pudding and pie filling,3979
3034,jell-o instant lemon pudding,3980
2111,jell-o instant pistachio pudding mix,3981
6342,jell-o pudding mix,3982
5470,jellied cranberry sauce,3983
8506,jello,3984
9394,jello gelatin,3985
2186,jello instant vanilla pudding mix,3986
7743,jelly,3987
10599,jelly bean,3988
7469,jelly crystal,3989
7882,jelly powder,3990
10370,jerk rub,3991
7852,jerk sauce,3992
7011,jerusalem artichoke,3993
11415,jicama,3994
2191,jif crunchy peanut butter,3995
6532,jiffy baking mix,3996
3598,jiffy corn muffin mix,3997
2365,jim beam bourbon whiskey,3998
7855,jonathan apple,3999
6555,juice,4000
2658,juices from cooked meat,4001
6277,jumbo black olife,4002
7409,jumbo egg,4003
5089,jumbo egg yolk,4004
2892,jumbo lump crab meat,4005
6159,jumbo pasta shell,4006
9378,jumbo shrimp,4007
8755,junior mint,4008
7912,juniper berry,4009
5410,k cereal,4010
10832,kabocha squash,4011
5701,kabsa spice mix,4012
7876,kabuli channa,4013
11345,kadaifi,4014
10558,kaffir lime,4015
5926,kaffir lime leaf,4016
4453,kaffir lime zest,4017
11333,kahlua,4018
6944,kahlua hazelnut,4019
9511,kaiser roll,4020
7764,kalamansi juice,4021
9367,kalamata olife,4022
9222,kalamata olive,4023
11365,kale,4024
9740,kale leaf,4025
11048,kalonji,4026
11509,kamaboko,4027
11469,kamut,4028
8471,kamut flmy,4029
7745,kangaroo fillet,4030
7739,kangaroo mincemeat,4031
3162,karo light corn syrup,4032
8204,karo syrup,4033
6336,kashi golean cereal,4034
3040,kashi good friends cereal,4035
11508,kashk,4036
11568,kashkaval,4037
5174,kashmiri chili powder,4038
7366,kashmiri chily,4039
10563,kasseri cheese,4040
10115,kasuri methi,4041
11507,katakuriko,4042
3642,keen's dry mustard,4043
6882,kefalograviera cheese,4044
11207,kefalotirus,4045
10995,kefalotyrus,4046
11540,kefir,4047
5746,kellogg's all-bran cereal,4048
10084,kellogg's croutette,4049
11367,kelp,4050
10612,kelp powder,4051
6048,kernel corn,4052
3675,ketchup,4053
10527,ketjap mani,4054
8632,key lime,4055
5492,key lime juice,4056
2457,key lime pie yogurt,4057
3607,key lime yogurt,4058
5222,key lime zest,4059
3271,"key limes, juice of",4060
11658,khoya,4061
2843,kidney bean,4062
2833,dried kidney bean,4062
2836,canned kidney bean,4062
2835,light kidney bean,4062
2838,pink kidney bean,4062
2832,dried white kidney bean,4062
2841,red kidney bean,4062
2831,dark red kidney bean,4062
2830,canned red kidney bean,4062
2829,dried red kidney bean,4062
2840,white kidney bean,4062
7710,kielbasa,4063
7255,kim chee,4064
4523,king crab leg,4065
3823,king crab meat,4066
5897,king oyster mushroom,4067
8396,king prawn,4068
7663,king salmon,4069
11275,kingfish,4070
10565,kipfler potato,4071
5610,kippered herring fillet,4072
8138,kirby cucumber,4073
11234,kirsch,4074
9708,kirsch liqueur,4075
11350,kirschwasser,4076
7168,kissable,4077
4711,kit kat bar,4078
8660,kitchen bouquet,4079
10641,kitchen twine,4080
11244,kiwi,4081
8078,kiwi fruit,4082
10175,kix cereal,4083
9824,kluski noodle,4084
4850,knackwurst of frankfurter,4085
11385,knockwurst,4086
10998,kohlrabi,4087
11290,kokum,4088
11014,kombu,4089
6870,kombu seaweed,4090
11247,konbu,4091
11513,kool-aid,4092
2446,korean red pepper paste,4093
3138,korean red pepper powder,4094
7862,korma paste,4095
9235,kosher salt,4096
869,kosher salt & ground black pepper,4097
11511,koshi-an,4098
11109,kremeltum,4099
10972,kudzu,4100
11280,kumara,4101
10889,kumquat,4102
10235,kumquat puree,4103
7211,lactose-free milk,4104
9920,lady savoiardi,4105
11055,ladyfinger,4106
6194,ladyfinger cookies,4107
9426,lager beer,4108
7353,laksa paste,4109
7650,lamb,4110
7457,lamb backstrap,4111
9684,lamb bone,4112
7652,lamb breast,4113
7389,lamb chop,4114
10542,lamb cutlet,4115
9654,lamb fillet,4116
7357,lamb gravy,4117
5984,lamb leg chop,4118
6684,lamb leg steak,4119
6676,lamb loin,4120
5735,lamb loin chop,4121
7364,lamb mince,4122
6858,lamb neck,4123
5873,lamb neck chop,4124
7262,lamb rack,4125
7950,lamb rib,4126
4255,lamb rib chop,4127
4576,lamb roast,4128
7631,lamb shank,4129
6265,lamb shoulder,4130
7259,lamb steak,4131
5687,lamb stew meat,4132
10858,lamb stock,4133
5795,lamb stock cube,4134
7518,lamb tenderloin,4135
7779,lambs kidney,4136
11460,lambsquarter,4137
8088,lancashire cheese,4138
2374,land o' lakes butter,4139
11461,langoustine,4140
10120,laos powder,4141
11451,lard,4142
10960,lardon,4143
2366,large curd cottage cheese,4144
3370,large egg,4145
3532,large egg white,4146
3724,large egg yolk,4147
10446,large marshmallow,4148
5682,large refrigerated biscuit,4149
7018,large scallop,4150
4104,large shelled prawn,4151
9491,large shrimp,4152
5117,large unpeeled shrimp,4153
4994,large-curd cottage cheese,4154
9004,lasagna noodle,4155
7636,lasagna pastum,4156
7413,lasagna sheet,4157
4086,laughing cow cheese,4158
787,laughing cow light garlic and herb cheese,4159
2050,laughing cow light swiss cheese,4160
7289,laurel leaf,4161
9770,lavash bread,4162
11031,lavender,4163
7417,lavender bud,4164
8516,lavender flower,4165
10655,lavender honey,4166
7867,lavender leaf,4167
8124,lavender oil,4168
9961,lavender sugar,4169
2689,lawry baja chipotle marinade,4170
1018,lawry teriyaki marinade,4171
601,lawry's baja chipotle sauce,4172
5330,lawry's seasoned pepper,4173
6180,lawry's seasoned salt,4174
5650,lawry's teriyaki marinade,4175
6711,le seuer pea,4176
7694,leaf oregano,4177
10055,leaf thyme,4178
10638,leafy green,4179
7939,lean bacon,4180
4725,lean baked ham,4181
5053,lean beef,4182
3120,lean beef chuck,4183
3526,lean beef chuck roast,4184
5111,lean beef round,4185
10117,lean chicken,4186
9174,lean chuck,4187
4777,lean flank steak,4188
2566,lean ground beef,4189
4028,lean ground buffalo,4190
5015,lean ground chicken,4191
3118,lean ground chuck,4192
4807,lean ground lamb,4193
6462,lean ground meat,4194
2769,lean ground pork,4195
5612,lean ground sirloin,4196
5976,lean ground turkey,4197
3809,lean ground veal,4198
9386,lean ham,4199
8306,lean hamburger,4200
3964,lean lamb,4201
6415,lean lamb fillet,4202
3516,lean lamb stew meat,4203
2180,lean leg of lamb,4204
7550,lean meat,4205
4468,lean pork,4206
6059,lean pork chop,4207
3318,lean pork loin,4208
4117,lean pork roast,4209
2281,lean pork shoulder,4210
5699,lean pork sparerib,4211
5350,lean roast beef,4212
6397,lean round steak,4213
3787,lean salt pork,4214
5316,lean sirloin,4215
5325,lean sirloin steak,4216
9881,lean steak,4217
5380,lean stew meat,4218
5720,lean stewing beef,4219
4823,lean turkey breast,4220
9732,lean veal,4221
10671,lebanese bread,4222
8060,lebanese cucumber,4223
7337,lebanon bologna,4224
9830,lecithin granule,4225
9799,lecithin powder,4226
11030,leek,4227
4798,leek soup mix,4228
10068,leek white,4229
3183,leg of lamb,4230
6747,lemon,4231
1530,lemon & herb seasoning,4232
8417,lemon balm,4233
4573,lemon balm leaf,4234
8369,lemon basil,4235
7277,lemon butter,4236
10806,lemon concentrate,4237
6805,lemon cookies,4238
2203,lemon cream-filled vanilla sandwich cookies,4239
7322,lemon cucumber,4240
8789,lemon curd,4241
6798,lemon drop candy,4242
10230,lemon essence,4243
9516,lemon extract,4244
876,lemon frosting,4245
4883,lemon gelatin,4246
4993,lemon grass root,4247
745,lemon instant pudding and pie filling,4248
6130,lemon jell-o gelatin,4249
2416,lemon jell-o powder,4250
7465,lemon jelly,4251
6635,lemon jelly crystal,4252
9227,lemon juice,4253
5240,lemon juice concentrate,4254
10069,lemon leaf,4255
7145,lemon liqueur,4256
7335,lemon marmalade,4257
10676,lemon myrtle,4258
7000,lemon oil,4259
8984,lemon peel,4260
3643,lemon peel strip,4261
5365,lemon pepper,4262
6522,lemon pepper seasoning,4263
6357,lemon pie filling,4264
2952,lemon pie filling mix,4265
6339,lemon pudding mix,4266
8995,lemon rind,4267
7823,lemon salt,4268
10738,lemon sherbet,4269
8059,lemon slice,4270
7965,lemon slouse,4271
10325,lemon soda,4272
2950,lemon sorbet,4273
10821,lemon syrup,4274
10751,lemon thyme,4275
5830,lemon thyme leaf,4276
7935,lemon twist,4277
9676,lemon verbena,4278
5364,lemon verbena leaf,4279
7594,lemon vinaigrette,4280
9087,lemon vodka,4281
7967,lemon wedge,4282
2382,lemon yogurt,4283
9162,lemon zest,4284
2257,"lemon, juice and rind of",4285
2146,"lemon, juice and zest of",4286
6028,"lemon, juice of",4287
6098,"lemon, rind of",4288
5975,"lemon, zest of",4289
1498,lemon-lime powdered drink mix,4290
7319,lemon-lime sherbet,4291
4087,lemon-lime soda,4292
9530,lemon-pepper seasoning,4293
10956,lemonade,4294
4833,lemonade concentrate,4295
3029,lemonade drink mix,4296
590,lemonade mix,4297
11164,lemongras,4298
8878,lemoning,4299
1556,"lemons, juice and rind of",4300
2187,"lemons, juice and zest of",4301
6085,"lemons, juice of",4302
6103,"lemons, rind of",4303
5790,"lemons, zest of",4304
11271,lentil,4305
7316,lentil soup,4306
7081,lentil sprout,4307
7,romaine lettuce heart,4308
6,curly endive lettuce,4308
36,lettuce green,4308
4,red romaine lettuce,4308
3,iceberg lettuce leaf,4308
41,lettuce,4308
1,mixed baby lettuces and spring green,4308
5,head romaine lettuce,4308
2,romaine lettuce leaf,4308
9,head of lettuce,4308
34,gem lettuce,4308
33,head lettuce,4308
32,lettuce leaf,4308
31,iceberg lettuce,4308
30,bibb lettuce,4308
29,romaine lettuce,4308
28,butter lettuce,4308
25,lettuce cup,4308
24,lettuce head,4308
23,lambs lettuce,4308
37,cos lettuce,4308
8,baby leaf lettuce,4308
38,leaf lettuce,4308
22,butterhead lettuce,4308
21,red-leaf lettuce,4308
20,baby lettuce,4308
18,red leaf lettuce,4308
16,butter lettuce leaf,4308
13,green leaf lettuce,4308
40,chicory lettuce,4308
12,heads of lettuce,4308
10,head iceberg lettuce,4308
39,frisee lettuce,4308
0,"medium heads bibb or red leaf lettuce, washed, dried* and torn into piece",4308
6367,libby's canned pumpkin,4309
6926,licor 43,4310
11184,licorice,4311
6885,licorice root,4312
11058,liempo,4313
10172,life cereal,4314
10632,lifesavers candy,4315
3543,lifesavers five roll candy,4316
6379,light asian vinaigrette,4317
9531,light beer,4318
10170,light bread,4319
6197,light brown sugar,4320
9606,light butter,4321
4663,light cane sugar,4322
663,light cheese,4323
6208,light cheese whiz,4324
3357,light cherry pie filling,4325
6355,light chocolate syrup,4326
2179,light chunk tuna in water,4327
3828,light coconut cream,4328
5719,light coconut milk,4329
6288,light corn syrup,4330
4806,light cottage cheese,4331
4594,light cranberry juice,4332
9041,light cream,4333
4595,light demerara sugar,4334
6268,light fruit pectin,4335
4241,light fudge topping,4336
5160,light hamburger bun,4337
5521,light hawaiian punch,4338
4938,light jarlsberg cheese,4339
5760,light karo syrup,4340
5211,light maple syrup,4341
8082,light margarine,4342
5233,light margarine spread,4343
9840,light miso,4344
9292,light molass,4345
2536,light monterey jack cheese,4346
3949,light muscovado sugar,4347
3101,light non-dairy whipped topping,4348
8728,light oil,4349
5201,light pasta sauce,4350
4302,light peach yogurt,4351
6315,light peanut butter,4352
5258,light processed cheese,4353
8619,light raisin,4354
4205,light ricotta cheese,4355
6835,light rye bread,4356
6352,light rye flmy,4357
5075,light sesame oil,4358
2200,light sour cream,4359
6561,light soya sauce,4360
8505,light soymilk,4361
4567,light spaghetti sauce,4362
5806,light strawberry yogurt,4363
8422,light syrup,4364
5332,light teriyaki sauce,4365
3615,light vanilla ice cream,4366
3840,light vanilla soymilk,4367
5279,light vanilla yogurt,4368
4094,light vegetable oil,4369
1162,light vegetable oil spread,4370
5302,light vegetable stock,4371
6213,light whipped topping,4372
2795,light whole wheat bread,4373
8621,light-brown sugar,4374
2931,lightly sweetened whipped cream,4375
10160,lightly-salted butter,4376
9082,lillet blanc,4377
8798,lima bean,4378
11000,lime,4379
8383,lime cordial,4380
7547,lime curd,4381
5464,lime gelatin,4382
3220,lime jell-o gelatin,4383
9253,lime juice,4384
4878,lime juice concentrate,4385
7027,lime marmalade,4386
8231,lime oil,4387
8865,lime peel,4388
10166,lime pepper,4389
8553,lime rind,4390
10492,lime segment,4391
4449,lime seltzer water,4392
9275,lime sherbet,4393
7923,lime slice,4394
9601,lime slouse,4395
4922,lime soda water,4396
8895,lime sorbet,4397
10169,lime twist,4398
9242,lime wedge,4399
7305,lime yogurt,4400
9161,lime zest,4401
1552,"lime, juice and zest of",4402
5498,"lime, juice of",4403
5203,"lime, rind of",4404
6274,"lime, zest of",4405
10930,limeade,4406
1802,"limes, juice and rind of",4407
2188,"limes, juice and zest of",4408
6185,"limes, juice of",4409
5106,"limes, zest of",4410
11025,limoncello,4411
11550,lingonberry,4412
7795,lingonberry jam,4413
7803,lingonberry preserve,4414
7119,lingonberry sauce,4415
6970,linguine,4416
11213,linseed,4417
11090,liqueur,4418
11298,liquid,4419
7620,liquid certo,4420
2847,liquid crab boil concentrate,4421
6836,liquid creamer,4422
5902,liquid dish soap,4423
2522,liquid egg product,4424
6122,liquid egg substitute,4425
5205,liquid fruit pectin,4426
9839,liquid garlic,4427
10176,liquid glucose,4428
3824,liquid gravy browner,4429
9579,liquid honey,4430
2796,liquid hot pepper sauce,4431
7528,liquid lecithin,4432
8427,liquid pectin,4433
3078,liquid red pepper seasoning,4434
7261,liquid shortening,4435
9256,liquid smoke,4436
5786,liquid smokeing,4437
8128,liquid soap,4438
8780,liquid stevium,4439
11569,liquor,4440
7736,liquorice allsort,4441
11570,litchi,4442
4946,lite evaporated milk,4443
6454,lite firm tofu,4444
1491,lite silken firm tofu,4445
8169,littleneck clam,4446
5249,live blue crab,4447
6940,live lobster,4448
1795,liver pate,4449
1782,deer liver,4449
1783,goose liver,4449
1793,pork liver,4449
1792,chicken liver,4449
1781,liverwurst spread,4449
1784,pig liver,4449
1785,turkey liver,4449
1786,lamb liver,4449
1789,sheep liver,4449
1791,slivered almond,4449
1780,veal liver,4449
1788,beef liver,4449
1787,liver spread,4449
1779,pork pate,4449
1796,calf liver,4449
1778,blanched slivered almond,4449
1797,pate,4449
1798,liver,4449
1776,braunschweiger liver sausage,4449
1775,baby beef liver,4449
1799,liverwurst,4449
1794,liver sausage,4449
7902,lizano sauce,4450
5164,lo mein noodle,4451
10926,lobster,4452
10392,lobster base,4453
10600,lobster meat,4454
7449,lobster shell,4455
7399,lobster stock,4456
8810,lobster tail,4457
6762,lobster tail meat,4458
10574,locatelli cheese,4459
7622,loin lamb,4460
3948,loin veal chop,4461
11078,lollipop,4462
9754,lollipop stick,4463
5956,london broil beef,4464
10781,long bean,4465
5491,long crusty bread,4466
1317,long grain and wild rice blend,4467
847,long grain and wild rice mix,4468
2947,long grain brown rice,4469
5589,long grain rice,4470
2699,long grain white rice,4471
5712,long-grain minute rice,4472
8896,long-grain rice,4473
6424,long-grain white rice,4474
9282,longhorn cheese,4475
10762,loose tea,4476
11592,loquat,4477
10188,lotus seed,4478
6079,louisiana hot sauce,4479
11578,lovage,4480
11282,lox,4481
11239,lsa,4482
7953,lump crabmeat,4483
10394,lumpfish caviar,4484
8585,lumpia skin,4485
5109,lumps of sugar,4486
11153,lychee,4487
7473,lychee juice,4488
11052,lye,4489
11535,m&m',4490
11154,macadamia,4491
7268,macadamia half,4492
7908,macadamia nut,4493
5690,macadamia nut oil,4494
11047,macaroni,4495
1551,macaroni & cheese dinner mix,4496
3247,macaroni and cheese,4497
3375,macaroni and cheese mix,4498
9583,macaroni noodle,4499
3020,macaroni shells and cheese,4500
11289,macaroon,4501
11364,mace,4502
6963,mace blade,4503
11529,mache,4504
3741,macintosh toffee bar,4505
11285,mackerel,4506
7237,mackerel fillet,4507
2974,mackerel in tomato sauce,4508
8178,madeira wine,4509
5534,madras curry powder,4510
10317,mafalda pastum,4511
5593,maggi 2-minute noodle,4512
9431,maggi seasoning,4513
4760,maggi seasoning sauce,4514
1936,magic shell ice cream topping,4515
8485,mahi mahi,4516
5759,mahi mahi fillet,4517
3890,mahi mahi steak,4518
11286,mahleb,4519
10349,maize flmy,4520
4586,major grey chutney,4521
4404,malibu coconut liqueur,4522
10215,malt biscuit,4523
4734,malt drink powder,4524
6867,malt extract,4525
9940,malt syrup,4526
8228,malt vinegar,4527
6623,malted milk ball,4528
11218,malteser,4529
8309,manchego cheese,4530
7352,mandarin juice,4531
10445,mandarin liqueur,4532
8887,mandarin orange,4533
5171,mandarin orange juice,4534
5792,mandarin orange liquid,4535
4228,mandarin orange piece,4536
5755,mandarin orange section,4537
5443,mandarin orange segment,4538
3135,mandarin oranges in juice,4539
1887,mandarin oranges in light syrup,4540
7697,mandarin segment,4541
9775,mandarin vodka,4542
9781,mange-touts pea,4543
11028,mango,4544
8251,mango chutney,4545
3791,mango ice cream,4546
9901,mango juice,4547
6973,mango liqueur,4548
8486,mango nectar,4549
4496,mango peach salsa,4550
8272,mango powder,4551
8355,mango pulp,4552
10028,mango puree,4553
10388,mango salsa,4554
7583,mango sorbet,4555
10729,mango yogurt,4556
6812,mangoes in syrup,4557
11284,manicottus,4558
7890,manila clam,4559
10707,manioc starch,4560
7603,manouri cheese,4561
3423,manwich sloppy joe mix,4562
10364,manzanilla olife,4563
8688,maple bacon,4564
9567,maple extract,4565
7482,maple ham,4566
10553,maple sugar,4567
4837,maple syrup,4568
8847,mapleing,4569
9022,maraschino cherry,4570
6129,maraschino cherry juice,4571
10624,maraschino juice,4572
4314,marbled rye bread,4573
4893,margarine,4574
9921,margarine spread,4575
9274,margarita mix,4576
5286,margarita mix concentrate,4577
10387,marie biscuit,4578
11497,marinade,4579
3578,marinara sauce,4580
8492,marinated artichoke,4581
5676,marinated artichoke heart,4582
8514,marinated mushroom,4583
7037,marinated tofu,4584
11457,marjoram,4585
9590,marjoram leaf,4586
6886,marlin steak,4587
11598,marmalade,4588
11133,marmite,4589
10964,marrow,4590
7581,marrowfat pea,4591
10812,mars bar,4592
11522,marsala,4593
9618,marsala wine,4594
9556,marshmallow,4595
9325,marshmallow cream,4596
8249,marshmallow creme,4597
7568,marshmallow peep,4598
6877,marshmallow whip,4599
11216,marzipan,4600
4682,masa corn flmy,4601
9670,masa dough,4602
7989,masa harina,4603
5604,masa harina flmy,4604
11488,masala,4605
9771,masala paste,4606
11403,mascarpone,4607
5439,mascarpone cheese,4608
8043,mashed banana,4609
2168,mashed potato,4610
1820,mashed sweet potato,4611
10398,masoor dal,4612
2666,masterpiece barbecue sauce,4613
2995,matcha green tea powder,4614
11141,matzo,4615
5369,matzo cake meal,4616
7441,matzo cracker,4617
10202,matzo farfel,4618
8039,matzo meal,4619
11379,matzoh,4620
7459,matzoh cracker,4621
7892,maui onion,4622
1879,mayonnaise,4623
1866,wasabi mayonnaise,4623
1865,horseradish mayonnaise,4623
1855,basic mayonnaise recipe,4623
1862,hellmanns mayonnaise,4623
1861,tofu mayonnaise,4623
1860,mustard-mayonnaise blend,4623
1859,rosemary mayonnaise,4623
1858,canola oil mayonnaise,4623
1857,light mayonnaise,4623
1849,garlic and cayenne pepper mayonnaise,4623
1850,smart beat mayonnaise,4623
1851,caesar ranch mayonnaise,4623
1852,wasabi-horseradish light mayonnaise,4623
1856,olive oil mayonnaise,4623
1854,chipotle chili mayonnaise,4623
1878,garlic mayonnaise,4623
1873,vegan mayonnaise,4623
1875,soy mayonnaise,4623
1877,japanese mayonnaise,4623
4532,maytag blue cheese,4624
2429,mccormick broiled steak seasoning,4625
3970,mccormick grill seasoning,4626
2421,mccormick mild chili seasoning,4627
4620,mccormick potato topper,4628
3008,mccormick pure vanilla extract,4629
3373,mccormick salad supreme seasoning,4630
5419,mccormick thyme leaf,4631
8330,mcintosh apple,4632
11389,mead,4633
11452,meal,4634
11317,meat,4635
6911,meat broth,4636
10288,meat dripping,4637
7495,meat marinade,4638
6912,meat piece,4639
7414,meat ravioli,4640
9731,meat seasoning,4641
9515,meat stock,4642
8578,meat tenderizer,4643
7832,meat-filled tortellini,4644
1618,meatball,4645
1617,vegetarian meatball,4645
1616,turkey meatball,4645
1615,frozen meatball,4645
1614,recipe basic meatball,4645
1613,swedish meatball seasoning,4645
1610,recipe of basic meatball,4645
1609,spaghetti & meatball,4645
1608,spaghetti and meatballs sauce,4645
10508,meatless sauce,4646
5397,meatless spaghetti sauce,4647
11084,meatloaf,4648
7176,meatloaf mix,4649
9288,meatloaf mixture,4650
9819,meaux mustard,4651
6499,medium curry paste,4652
5633,medium egg noodle,4653
5036,medium firm tofu,4654
6292,medium grain rice,4655
4510,medium hot salsa,4656
8065,medium noodle,4657
4202,medium pasta shell,4658
6312,medium rye flmy,4659
7461,medium sherry,4660
9375,medium shrimp,4661
10092,medium-dry sherry,4662
6144,medium-grain white rice,4663
10652,medium-sized shrimp,4664
10433,melba round,4665
7747,melba sauce,4666
8432,melba toast,4667
11343,melon,4668
10368,melon ball,4669
9363,melon liqueur,4670
4956,menudo spice mix,4671
11258,meringue,4672
10450,meringue nest,4673
10259,meringue powder,4674
11296,merlot,4675
10920,mesclun,4676
3940,mesquite deli turkey,4677
5307,mesquite liquid smoke,4678
7834,mesquite powder,4679
4370,mesquite wood chip,4680
10121,metaxa brandy,4681
7163,methi leaf,4682
10326,methi seed,4683
6014,mexican blend cheese,4684
4026,mexican cheese,4685
3147,mexican cheese blend,4686
6446,mexican chili bean,4687
5353,mexican chili powder,4688
9492,mexican chocolate,4689
9549,mexican crema,4690
4240,mexican hot sauce,4691
9399,mexican oregano,4692
9001,mexican rice,4693
9663,mexican seasoning,4694
7175,mexican tomato,4695
5139,mexican tomato sauce,4696
1914,mexican vegetarian ground meat substitute,4697
5957,mexicorn,4698
3464,mexicorn whole kernel corn,4699
7587,meyer lemon,4700
4816,meyer lemon zest,4701
6548,microwave kettle popcorn,4702
8210,microwave popcorn,4703
5757,midori melon liqueur,4704
10842,mild cheese,4705
4309,mild chili pepper,4706
5769,mild chili powder,4707
5193,mild curry paste,4708
6792,mild curry powder,4709
1007,mild enchilada sauce,4710
6597,mild green chili,4711
4243,mild green chily,4712
10074,mild paprika,4713
3945,mild red onion,4714
9647,mild salsa,4715
5725,mild taco sauce,4716
6071,milk,4717
2608,milk chocolate,4718
624,milk chocolate and caramel swirled morsel,4719
3265,milk chocolate brownie mix,4720
6247,milk chocolate candy,4721
5986,milk chocolate chip,4722
4528,milk chocolate frosting,4723
4048,milk chocolate kis,4724
5497,milk chocolate kiss,4725
2898,milk chocolate liqueur,4726
4234,milk chocolate melt,4727
4112,milk chocolate piece,4728
7505,milk dud,4729
4972,milky way bar,4730
11351,millet,4731
8053,millet flmy,4732
9788,millet seed,4733
5235,milnot condensed milk,4734
11051,milo,4735
8735,minced beef,4736
10051,minced chicken,4737
3603,minced clam,4738
1533,minced fresh garlic clove,4739
6258,minced garlic clove,4740
8978,minced ginger,4741
7327,minced meat,4742
11106,mincemeat,4743
8085,mineral water,4744
995,minestrone soup,4745
11446,mint,4746
7195,mint chip,4747
7864,mint chocolate,4748
5700,mint chocolate chip,4749
2171,mint chocolate chip ice cream,4750
1895,mint creme-filled chocolate sandwich cookies,4751
10653,mint extract,4752
2535,mint herbal tea bag,4753
6941,mint jelly,4754
8359,mint leaf,4755
10408,mint sauce,4756
7925,mint sprig,4757
5619,minute brown rice,4758
8996,minute rice,4759
10808,minute steak,4760
8855,minute tapioca,4761
5980,minute white rice,4762
4731,miracle whip,4763
6160,miracle whip light,4764
11445,mirepoix,4765
11103,mirin,4766
11145,mirliton,4767
11108,miso,4768
5327,mix,4769
895,mix for beef pastum,4770
6693,mixed baby green,4771
9637,mixed berry,4772
5964,mixed candied fruit,4773
3816,mixed candied peel,4774
10266,mixed cheese,4775
6515,mixed dried berry,4776
5651,mixed dried fruit,4777
5555,mixed french herb,4778
4367,mixed fresh herb,4779
8879,mixed fruit,4780
3661,mixed glace fruit,4781
4075,mixed grain bread,4782
9395,mixed green,4783
1585,mixed green and yellow bean,4784
8964,mixed herb,4785
5532,mixed italian herb,4786
9358,mixed mushroom,4787
8638,mixed nut,4788
1450,mixed nuts and dried fruit,4789
10772,mixed peel,4790
7467,mixed pepper,4791
9845,mixed peppercorn,4792
5824,mixed salad green,4793
9698,mixed seed,4794
9135,mixed spice,4795
8246,mixed sprout,4796
9415,mixed vegetable,4797
6765,mixed-grain hamburger bun,4798
9662,mizithra cheese,4799
11369,mizuna,4800
10400,mo glutamate,4801
6901,mocha coffee,4802
